note (there was some time gap)
1261 1244 09:43:09.286679 track 98 229
1262 1245 09:43:09.424311 track 90 227
1263 1246 09:43:09.561356 track 81 226
1264 1247 09:43:09.698506 track 73 226
1265 1248 09:43:09.858652 track 66 225
1266 1249 09:43:10.019401 track 58 226
1267 1250 09:43:10.179758 track 52 227
1268 1251 09:43:10.363190 track 45 228
1269 1252 09:43:10.523504 track 43 229
1270 1253 09:43:10.684229 track 41 230
1271 1254 09:43:10.821984 track 40 230
1272 1255 09:43:10.959378 track 39 230
1273 1256 09:43:11.097258 track 40 230
1274 1257 09:43:11.257276 track 40 230
1275 1258 09:43:11.417655 track 38 230
1276 1259 09:43:11.578395 track 40 229
1277 1260 09:43:11.738516 track 40 228
1278 1261 09:43:11.898676 track 39 225
1279 1262 09:43:12.059685 track 40 222
1280 1263 09:43:12.197133 track 41 220
1281 1264 09:43:12.357648 track 41 218
1282 1265 09:43:12.495329 track 44 219
1283 1266 09:43:12.632748 track 47 219
1284 1267 09:43:12.792817 track 53 211
1285 1268 09:43:12.931077 track 59 209
1286 1269 09:43:13.091116 track 67 207
1287 1270 09:43:13.229303 track 77 205
1288 1271 09:43:13.367223 track 84 205
1289 1272 09:43:13.504570 track 95 206
1290 1273 09:43:13.642227 track 103 206
1291 1274 09:43:13.779937 track 116 207
1292 1275 09:43:13.917300 track 123 208
1293 1276 09:43:14.100105 track 140 209
1294 1277 09:43:14.237939 track 150 211
1295 1278 09:43:14.398022 track 163 213
1296 1279 09:43:14.558683 track 175 215
1297 1280 09:43:14.696354 track 184 217
1298 1281 09:43:14.833665 track 196 222
1299 1282 09:43:14.971502 track 213 227
1300 1283 09:43:15.108477 track 224 230
1301 1284 09:43:15.245928 track 237 234
1302 1285 09:43:15.383887 track 248 238
1303 1286 09:43:15.521029 track 258 240
1304 1287 09:43:15.658774 track 269 242
1305 1288 09:43:15.796729 track 279 244
1306 1289 09:43:15.934107 track 291 244
1307 1290 09:43:16.071475 track 306 245
1308 1291 09:43:16.209179 track 319 246
1309 1292 09:43:16.346607 track 332 246
1310 1293 09:43:16.484437 track 344 247
1311 1294 09:43:16.622142 track 355 247
1312 1295 09:43:16.759544 track 370 245
1313 1296 09:43:16.897346 track 387 245
1314 1297 09:43:17.035223 track 398 245
1315 1298 09:43:17.172521 track 409 245
1316 8 09:43:17.742453 feed right
1317 1299 09:43:17.857732 track 419 244
1318 1300 09:43:18.045934 track 432 243
1319 1301 09:43:18.182940 track 442 243
1320 1302 09:43:18.320774 track 452 242
1321 1303 09:43:18.458139 track 500 245
1322 1304 09:43:18.618126 track 509 245
1323 1305 09:43:18.778553 track 519 245
1324 1306 09:43:18.939758 track 526 245
1325 1307 09:43:19.077290 track 533 244
1326 1308 09:43:19.238226 track 538 242
1327 1309 09:43:19.398705 track 547 241
1328 1310 09:43:19.559211 track 551 239
1329 1311 09:43:19.696991 track 554 238
1330 1312 09:43:19.857143 track 558 237
1331 1313 09:43:20.018278 track 560 237
1332 1314 09:43:20.178796 track 561 237
1333 1315 09:43:20.339238 track 559 236
1334 1316 09:43:20.500077 track 560 233
1335 1317 09:43:20.637606 track 556 225
1336 1318 09:43:20.775392 track 552 219
1337 1319 09:43:20.912972 track 546 215
1338 1320 09:43:21.050329 track 536 212
1339 1321 09:43:21.187799 track 525 210
1340 1322 09:43:21.347924 track 518 209
1341 1323 09:43:21.508801 track 508 212
1342 1324 09:43:21.646664 track 495 215
1343 1325 09:43:21.784191 track 485 218
1344 1326 09:43:21.921763 track 474 219
1345 1327 09:43:22.059189 track 462 221
1346 1328 09:43:22.219855 track 451 222
1347 1329 09:43:22.380469 track 442 223
1348 1330 09:43:22.518545 track 432 224
1349 1331 09:43:22.655853 track 425 225
1350 1332 09:43:22.816163 track 416 225
1351 1333 09:43:22.976504 track 405 224
1352 1334 09:43:23.114615 track 391 224
1353 1335 09:43:23.252088 track 382 224
1354 1336 09:43:23.390112 track 368 223
1355 1337 09:43:23.528031 track 352 225
1356 1338 09:43:23.665630 track 336 224
1357 1339 09:43:23.803313 track 324 225
1358 1340 09:43:23.941285 track 312 224
1359 1341 09:43:24.078356 track 301 223
1360 1342 09:43:24.216077 track 290 223
1361 1343 09:43:24.353820 track 277 223
1362 1344 09:43:24.491095 track 266 223
1363 1345 09:43:24.628623 track 255 224
1364 1346 09:43:24.766469 track 240 226
1365 1347 09:43:24.903545 track 229 227
1366 1348 09:43:25.041194 track 219 228
1367 1349 09:43:25.178777 track 210 229
1368 1350 09:43:25.339180 track 201 230
1369 1351 09:43:25.499625 track 192 230
1370 9 09:43:26.060541 feed left
1371 1352 09:43:26.213073 track 183 231
1372 1353 09:43:26.373453 track 176 232
1373 1354 09:43:26.534549 track 166 232
1374 1355 09:43:26.694863 track 155 231
1375 1356 09:43:26.832902 track 115 226
1376 1357 09:43:26.970576 track 105 222
1377 1358 09:43:27.108249 track 97 220
1378 1359 09:43:27.246226 track 88 221
1379 1360 09:43:27.383692 track 77 222
1380 1361 09:43:27.544071 track 70 224
1381 1362 09:43:27.681846 track 63 226
1382 1363 09:43:27.842091 track 58 228
1383 1364 09:43:28.002221 track 51 230
1384 1365 09:43:28.140375 track 46 231
1385 1366 09:43:28.301200 track 42 232
1386 1367 09:43:28.439603 track 45 231
1387 1368 09:43:28.599456 track 39 234
1388 1369 09:43:28.759908 track 39 235
1389 1370 09:43:28.920703 track 38 236
1390 1371 09:43:29.058550 track 38 236
1391 1372 09:43:29.196512 track 36 237
1392 1373 09:43:29.356617 track 36 236
1393 1374 09:43:29.495196 track 39 235
1394 1375 09:43:29.633006 track 35 237
1395 1376 09:43:29.771330 track 37 236
1396 1377 09:43:29.908912 track 41 235
1397 1378 09:43:30.046794 track 38 240
1398 1379 09:43:30.229684 track 38 249
1399 1380 09:43:30.390255 track 40 251
1400 1381 09:43:30.528513 track 43 255
1401 1382 09:43:30.666103 track 49 258
1402 1383 09:43:30.826378 track 57 261
1403 1384 09:43:30.964105 track 69 265
1404 1385 09:43:31.147042 track 80 266
1405 1386 09:43:31.308047 track 92 266
1406 1387 09:43:31.445784 track 102 267
1407 1388 09:43:31.606213 track 114 265
1408 1389 09:43:31.766299 track 125 264
1409 1390 09:43:31.904271 track 137 262
1410 1391 09:43:32.064146 track 147 262
1411 1392 09:43:32.201958 track 156 262
1412 1393 09:43:32.339281 track 166 261
1413 1394 09:43:32.477305 track 176 260
1414 1395 09:43:32.637519 track 184 260
1415 1396 09:43:32.776195 track 190 259
1416 1397 09:43:32.913859 track 197 259
1417 1398 09:43:33.051491 track 203 258
1418 1399 09:43:33.234278 track 209 256
1419 1400 09:43:33.372306 track 221 253
1420 1401 09:43:33.510130 track 230 252
1421 1402 09:43:33.647507 track 238 252
1422 1403 09:43:33.785089 track 247 251
1423 1404 09:43:33.922842 track 257 250
1424 1405 09:43:34.060043 track 264 249
1425 1406 09:43:34.220573 track 273 248
1426 1407 09:43:34.358105 track 279 247
1427 1408 09:43:34.495711 track 286 246
1428 1409 09:43:34.633063 track 292 246
1429 1410 09:43:34.770415 track 298 245
1430 1411 09:43:34.930533 track 305 245
1431 1412 09:43:35.067872 track 311 245
1432 1413 09:43:35.205252 track 318 244
1433 1414 09:43:35.343099 track 326 244
1434 1415 09:43:35.503471 track 335 244
1435 1416 09:43:35.641467 track 346 243
1436 1417 09:43:35.779423 track 353 243
1437 1418 09:43:35.962207 track 362 242
1438 1419 09:43:36.100115 track 370 241
1439 1420 09:43:36.238081 track 383 239
1440 1421 09:43:36.398219 track 393 238
1441 1422 09:43:36.536395 track 403 238
1442 9 09:43:37.095929 feed right
1443 1423 09:43:37.211450 track 416 237
1444 1424 09:43:37.348898 track 425 237
1445 1425 09:43:37.497673 track 435 237
1446 1426 09:43:37.670377 track 445 237
1447 1427 09:43:37.807960 track 483 238
1448 1428 09:43:37.945629 track 489 238
1449 1429 09:43:38.082758 track 496 238
1450 1430 09:43:38.243075 track 504 238
1451 1431 09:43:38.380683 track 511 238
1452 1432 09:43:38.518658 track 519 238
1453 1433 09:43:38.656527 track 525 237
1454 1434 09:43:38.816491 track 532 237
1455 1435 09:43:38.954675 track 537 237
1456 1436 09:43:39.114757 track 544 236
1457 1437 09:43:39.275082 track 549 236
1458 1438 09:43:39.435922 track 553 235
1459 1439 09:43:39.573556 track 558 235
1460 1440 09:43:39.756641 track 562 234
1461 1441 09:43:39.917337 track 561 234
1462 1442 09:43:40.077861 track 562 233
1463 1443 09:43:40.238213 track 561 233
1464 1444 09:43:40.399557 track 559 233
1465 1445 09:43:40.559828 track 559 233
1466 1446 09:43:40.720061 track 557 233
1467 1447 09:43:40.880814 track 556 233
1468 1448 09:43:41.041169 track 552 234
1469 1449 09:43:41.201794 track 552 231
1470 1450 09:43:41.339941 track 551 227
1471 1451 09:43:41.500085 track 549 223
1472 1452 09:43:41.660940 track 547 221
1473 1453 09:43:41.821387 track 545 221
1474 1454 09:43:41.959378 track 540 219
1475 1455 09:43:42.096786 track 536 218
1476 1456 09:43:42.234295 track 531 216
1477 1457 09:43:42.371916 track 525 217
1478 1458 09:43:42.531852 track 517 219
1479 1459 09:43:42.670150 track 510 222
1480 1460 09:43:42.807935 track 503 223
1481 1461 09:43:42.945457 track 495 223
1482 1462 09:43:43.082945 track 484 223
1483 1463 09:43:43.220636 track 475 223
1484 1464 09:43:43.358453 track 468 223
1485 1465 09:43:43.496233 track 458 222
1486 1466 09:43:43.633379 track 450 220
1487 1467 09:43:43.771262 track 443 219
1488 1468 09:43:43.908986 track 436 218
1489 1469 09:43:44.046507 track 430 218
1490 1470 09:43:44.184327 track 420 220
1491 1471 09:43:44.351945 track 411 222
1492 1472 09:43:44.499426 track 402 224
1493 1473 09:43:44.638455 track 392 226
1494 1474 09:43:44.776451 track 381 229
1495 1475 09:43:44.914285 track 369 230
1496 1476 09:43:45.052155 track 355 232
1497 1477 09:43:45.189554 track 345 234
1498 1478 09:43:45.327481 track 335 235
1499 1479 09:43:45.488432 track 326 236
1500 1480 09:43:45.627120 track 318 237
1501 1481 09:43:45.765624 track 310 238
1502 1482 09:43:45.903294 track 302 238
1503 1483 09:43:46.041338 track 293 239
1504 1484 09:43:46.179710 track 287 238
1505 1485 09:43:46.340379 track 273 237
1506 1486 09:43:46.501180 track 263 236
1507 1487 09:43:46.662717 track 253 235
1508 1488 09:43:46.823779 track 242 234
1509 1489 09:43:46.962275 track 231 234
1510 1490 09:43:47.099698 track 220 234
1511 1491 09:43:47.260379 track 208 234
1512 1492 09:43:47.398026 track 197 235
1513 10 09:43:47.958025 feed left
1514 1493 09:43:48.073225 track 183 235
1515 1494 09:43:48.215951 track 172 235
1516 1495 09:43:48.397447 track 163 235
1517 1496 09:43:48.535448 track 153 235
1518 1497 09:43:48.673513 track 113 233
1519 1498 09:43:48.811262 track 106 231
1520 1499 09:43:48.949498 track 97 230
1521 1500 09:43:49.087807 track 88 229
1522 1501 09:43:49.225580 track 81 229
1523 1502 09:43:49.386762 track 75 229
1524 1503 09:43:49.524802 track 68 229
1525 1504 09:43:49.663430 track 62 230
1526 1505 09:43:49.801759 track 55 231
1527 1506 09:43:49.939532 track 50 231
1528 1507 09:43:50.077198 track 45 231
1529 1508 09:43:50.215647 track 38 231
1530 1509 09:43:50.376515 track 35 232
1531 1510 09:43:50.537383 track 36 231
1532 1511 09:43:50.675831 track 35 231
1533 1512 09:43:50.836307 track 34 232
1534 1513 09:43:50.997916 track 36 232
1535 1514 09:43:51.135967 track 35 232
1536 1515 09:43:51.297444 track 38 233
1537 1516 09:43:51.458426 track 40 233
1538 1517 09:43:51.597036 track 43 234
1539 1518 09:43:51.757915 track 41 241
1540 1519 09:43:51.942238 track 43 245
1541 1520 09:43:52.103520 track 46 250
1542 1521 09:43:52.241515 track 54 256
1543 1522 09:43:52.379732 track 64 259
1544 1523 09:43:52.539837 track 75 263
1545 1524 09:43:52.678445 track 90 264
1546 1525 09:43:52.886035 track 106 266
1547 1526 09:43:53.072529 track 121 267
1548 1527 09:43:53.236575 track 139 267
1549 1528 09:43:53.400237 track 153 267
1550 1529 09:43:53.541261 track 166 267
1551 1530 09:43:53.681184 track 189 262
1552 1531 09:43:53.845438 track 204 259
1553 1532 09:43:53.986363 track 217 256
1554 1533 09:43:54.127420 track 230 252
1555 1534 09:43:54.291499 track 239 250
1556 1535 09:43:54.432886 track 249 247
1557 1536 09:43:54.573437 track 260 244
1558 1537 09:43:54.736918 track 269 242
1559 1538 09:43:54.901194 track 277 241
1560 1539 09:43:55.065973 track 285 239
1561 1540 09:43:55.207129 track 293 238
1562 1541 09:43:55.394750 track 297 238
1563 1542 09:43:55.536087 track 316 240
1564 1543 09:43:55.699604 track 330 240
1565 1544 09:43:55.863942 track 346 242
1566 1545 09:43:56.004693 track 359 242
1567 1546 09:43:56.168994 track 378 242
1568 1547 09:43:56.333002 track 389 243
1569 1548 09:43:56.474151 track 403 243
1570 10 09:43:57.035293 feed right
1571 1549 09:43:57.203209 track 413 243
1572 1550 09:43:57.343943 track 426 243
1573 1551 09:43:57.484759 track 437 244
1574 1552 09:43:57.625057 track 446 244
1575 1553 09:43:57.765535 track 488 244
1576 1554 09:43:57.929501 track 496 244
1577 1555 09:43:58.070328 track 506 243
1578 1556 09:43:58.211158 track 513 243
1579 1557 09:43:58.374662 track 520 242
1580 1558 09:43:58.515613 track 526 241
1581 1559 09:43:58.679390 track 535 240
1582 1560 09:43:58.843408 track 542 239
1583 1561 09:43:58.984592 track 548 238
1584 1562 09:43:59.148849 track 553 238
1585 1563 09:43:59.313331 track 556 238
1586 1564 09:43:59.477775 track 560 238
1587 1565 09:43:59.665516 track 559 238
1588 1566 09:43:59.829768 track 556 237
1589 1567 09:43:59.970722 track 557 236
1590 1568 09:44:00.134445 track 556 236
1591 1569 09:44:00.275524 track 557 233
1592 1570 09:44:00.416371 track 559 232
1593 1571 09:44:00.556689 track 560 231
1594 1572 09:44:00.720763 track 563 227
1595 1573 09:44:00.861064 track 560 231
1596 1574 09:44:01.001777 track 558 233
1597 1575 09:44:01.148531 track 558 233
1598 1576 09:44:01.319103 track 560 223
1599 1577 09:44:01.487687 track 560 221
1600 1578 09:44:01.680233 track 561 220
1601 1579 09:44:01.826422 track 560 222
1602 1580 09:44:01.995514 track 560 225
1603 1581 09:44:02.141487 track 558 230
1604 1582 09:44:02.287464 track 559 229
1605 1583 09:44:02.456565 track 554 224
1606 1584 09:44:02.626027 track 549 219
1607 1585 09:44:02.797356 track 547 218
1608 1586 09:44:02.966560 track 541 217
1609 1587 09:44:03.135798 track 534 217
1610 1588 09:44:03.329713 track 526 217
1611 1589 09:44:03.499130 track 519 217
1612 1590 09:44:03.644394 track 510 217
1613 1591 09:44:03.790340 track 501 218
1614 1592 09:44:03.959613 track 491 217
1615 1593 09:44:04.105552 track 479 218
1616 1594 09:44:04.253094 track 469 217
1617 1595 09:44:04.421996 track 461 216
1618 1596 09:44:04.567956 track 450 215
1619 1597 09:44:04.713218 track 440 214
1620 1598 09:44:04.858797 track 434 214
1621 1599 09:44:05.004105 track 427 214
1622 1600 09:44:05.172798 track 418 214
1623 1601 09:44:05.319391 track 411 215
1624 1602 09:44:05.465327 track 405 215
1625 1603 09:44:05.611006 track 399 216
1626 1604 09:44:05.757159 track 388 218
1627 1605 09:44:05.902136 track 376 219
1628 1606 09:44:06.047619 track 365 219
1629 1607 09:44:06.192984 track 353 219
1630 1608 09:44:06.338841 track 344 220
1631 1609 09:44:06.484960 track 334 221
1632 1610 09:44:06.630838 track 324 221
1633 1611 09:44:06.776114 track 316 221
1634 1612 09:44:06.921821 track 308 221
1635 1613 09:44:07.067664 track 298 223
1636 1614 09:44:07.213152 track 289 223
1637 1615 09:44:07.358800 track 282 224
1638 1616 09:44:07.504504 track 270 225
1639 1617 09:44:07.649782 track 262 226
1640 1618 09:44:07.795508 track 253 226
1641 1619 09:44:07.941153 track 244 227
1642 1620 09:44:08.086234 track 236 228
1643 1621 09:44:08.254908 track 228 228
1644 1622 09:44:08.424028 track 217 228
1645 1623 09:44:08.593352 track 208 228
1646 1624 09:44:08.739704 track 199 229
1647 11 09:44:09.311064 feed left
1648 1625 09:44:09.475276 track 188 229
1649 1626 09:44:09.620644 track 177 228
1650 1627 09:44:09.765822 track 167 229
1651 1628 09:44:09.911147 track 155 231
1652 1629 09:44:10.056169 track 115 230
1653 1630 09:44:10.201528 track 108 229
1654 1631 09:44:10.369985 track 102 227
1655 1632 09:44:10.516645 track 93 226
1656 1633 09:44:10.662183 track 87 225
1657 1634 09:44:10.806983 track 81 224
1658 1635 09:44:10.975600 track 73 222
1659 1636 09:44:11.121131 track 65 221
1660 1637 09:44:11.266885 track 60 221
1661 1638 09:44:11.435035 track 53 221
1662 1639 09:44:11.581164 track 52 222
1663 1640 09:44:11.749402 track 46 223
1664 1641 09:44:11.918248 track 44 224
1665 1642 09:44:12.086987 track 43 223
1666 1643 09:44:12.255642 track 41 224
1667 1644 09:44:12.425428 track 40 224
1668 1645 09:44:12.618382 track 42 223
1669 1646 09:44:12.811187 track 42 219
1670 1647 09:44:12.956719 track 45 219
1671 1648 09:44:13.125897 track 46 221
1672 1649 09:44:13.318794 track 47 216
1673 1650 09:44:13.487763 track 52 213
1674 1651 09:44:13.630744 track 58 209
1675 1652 09:44:13.794905 track 64 208
1676 1653 09:44:13.935883 track 71 206
1677 1654 09:44:14.076237 track 80 205
1678 1655 09:44:14.263631 track 93 208
1679 1656 09:44:14.404635 track 104 210
1680 1657 09:44:14.568297 track 116 212
1681 1658 09:44:14.710992 track 126 214
1682 1659 09:44:14.851520 track 135 215
1683 1660 09:44:15.014966 track 152 214
1684 1661 09:44:15.156141 track 163 215
1685 1662 09:44:15.296765 track 176 215
1686 1663 09:44:15.460865 track 186 217
1687 1664 09:44:15.601383 track 196 220
1688 1665 09:44:15.742378 track 214 225
1689 1666 09:44:15.883085 track 224 228
1690 1667 09:44:16.070112 track 235 231
1691 1668 09:44:16.235998 track 248 235
1692 1669 09:44:16.376921 track 258 238
1693 1670 09:44:16.517373 track 270 242
1694 1671 09:44:16.681241 track 280 245
1695 1672 09:44:16.822027 track 293 247
1696 1673 09:44:16.962621 track 306 250
1697 1674 09:44:17.103378 track 314 252
1698 1675 09:44:17.243839 track 326 255
1699 1676 09:44:17.384446 track 340 255
1700 1677 09:44:17.524888 track 348 255
1701 1678 09:44:17.664940 track 353 255
1702 1679 09:44:17.805349 track 357 256
1703 1680 09:44:17.945791 track 393 251
1704 1681 09:44:18.085794 track 402 249
1705 11 09:44:18.656981 feed right
1706 1682 09:44:18.808833 track 410 248
1707 1683 09:44:18.949539 track 420 247
1708 1684 09:44:19.089552 track 430 246
1709 1685 09:44:19.230148 track 439 245
1710 1686 09:44:19.370600 track 485 245
1711 1687 09:44:19.510625 track 495 245
1712 1688 09:44:19.651033 track 502 245
1713 1689 09:44:19.791712 track 509 244
1714 1690 09:44:19.931913 track 515 244
1715 1691 09:44:20.072044 track 523 243
1716 1692 09:44:20.212868 track 528 242
1717 1693 09:44:20.353114 track 534 241
1718 1694 09:44:20.517391 track 539 240
1719 1695 09:44:20.657883 track 546 240
1720 1696 09:44:20.798284 track 548 240
1721 1697 09:44:20.962278 track 555 239
1722 1698 09:44:21.103361 track 552 239
1723 1699 09:44:21.244480 track 556 239
1724 1700 09:44:21.385487 track 551 240
1725 1701 09:44:21.547647 track 553 239
1726 1702 09:44:21.688329 track 554 240
1727 1703 09:44:21.828495 track 557 238
1728 1704 09:44:21.967356 track 557 238
1729 1705 09:44:22.127671 track 559 239
1730 1706 09:44:22.266301 track 557 239
1731 1707 09:44:22.406838 track 556 239
1732 1708 09:44:22.545869 track 557 239
1733 1709 09:44:22.686406 track 554 239
1734 1710 09:44:22.826921 track 551 238
1735 1711 09:44:22.976928 track 549 239
1736 1712 09:44:23.115338 track 549 238
1737 1713 09:44:23.254338 track 550 237
1738 1714 09:44:23.392486 track 550 236
1739 1715 09:44:23.530914 track 550 238
1740 1716 09:44:23.670161 track 554 246
1741 1717 09:44:23.810188 track 554 247
1742 1718 09:44:23.973873 track 553 250
1743 1719 09:44:24.136436 track 552 251
1744 1720 09:44:24.299525 track 551 254
1745 1721 09:44:24.487852 track 548 256
1746 1722 09:44:24.629288 track 546 258
1747 1723 09:44:24.767804 track 543 258
1748 1724 09:44:24.906309 track 538 257
1749 1725 09:44:25.072131 track 532 257
1750 1726 09:44:25.210690 track 525 256
1751 1727 09:44:25.376155 track 517 255
1752 1728 09:44:25.538650 track 513 254
1753 1729 09:44:25.679438 track 507 253
1754 1730 09:44:25.819998 track 505 252
1755 1731 09:44:25.984145 track 495 250
1756 1732 09:44:26.149573 track 488 249
1757 1733 09:44:26.288346 track 483 248
1758 1734 09:44:26.409523 track 476 246
1759 1735 09:44:26.556297 track 464 243
1760 1736 09:44:26.727438 track 459 242
1761 1737 09:44:26.867672 track 451 239
1762 1738 09:44:27.008106 track 441 236
1763 1739 09:44:27.134685 track 432 233
1764 1740 09:44:27.255935 track 422 230
1765 1741 09:44:27.398016 track 406 225
1766 1742 09:44:27.563046 track 397 223
1767 1743 09:44:27.726938 track 384 218
1768 1744 09:44:27.866153 track 373 216
1769 1745 09:44:28.039031 track 356 215
1770 1746 09:44:28.191946 track 342 214
1771 1747 09:44:28.347960 track 327 214
1772 1748 09:44:28.502752 track 314 213
1773 1749 09:44:28.651032 track 303 213
1774 1750 09:44:28.808377 track 289 214
1775 1751 09:44:28.980489 track 275 216
1776 1752 09:44:29.128203 track 266 218
1777 1753 09:44:29.297728 track 254 219
1778 1754 09:44:29.445571 track 245 221
1779 1755 09:44:29.592385 track 233 222
1780 1756 09:44:29.761969 track 222 223
1781 1757 09:44:29.931762 track 214 223
1782 1758 09:44:30.080590 track 204 223
1783 1759 09:44:30.227799 track 192 224
1784 12 09:44:30.788788 feed left
1785 1760 09:44:31.027872 track 183 224
1786 1761 09:44:31.179642 track 173 225
1787 1762 09:44:31.338928 track 163 226
1788 1763 09:44:31.483150 track 153 226
1789 1764 09:44:31.620667 track 118 228
1790 1765 09:44:31.758931 track 106 228
1791 1766 09:44:31.919892 track 98 227
1792 1767 09:44:32.058509 track 91 226
1793 1768 09:44:32.196152 track 81 227
1794 1769 09:44:32.334760 track 74 227
1795 1770 09:44:32.473021 track 67 227
1796 1771 09:44:32.633750 track 62 228
1797 1772 09:44:32.836785 track 57 229
1798 1773 09:44:33.021305 track 52 230
1799 1774 09:44:33.207686 track 48 231
1800 1775 09:44:33.368571 track 41 233
1801 1776 09:44:33.552628 track 40 233
1802 1777 09:44:33.715097 track 38 234
1803 1778 09:44:33.877282 track 37 235
1804 1779 09:44:34.049617 track 36 235
1805 1780 09:44:34.200152 track 39 235
1806 1781 09:44:34.341983 track 42 234
1807 1782 09:44:34.507153 track 37 236
1808 1783 09:44:34.657603 track 41 235
1809 1784 09:44:34.798861 track 43 236
1810 1785 09:44:34.940912 track 40 239
1811 1786 09:44:35.106668 track 39 242
1812 1787 09:44:35.317387 track 39 243
1813 1788 09:44:35.457227 track 39 245
1814 1789 09:44:35.595916 track 43 240
1815 1790 09:44:35.761064 track 40 246
1816 1791 09:44:35.933497 track 42 251
1817 1792 09:44:36.081888 track 48 255
1818 1793 09:44:36.248174 track 53 257
1819 1794 09:44:36.414745 track 60 260
1820 1795 09:44:36.560266 track 67 263
1821 1796 09:44:36.699494 track 76 263
1822 1797 09:44:36.838504 track 85 263
1823 1798 09:44:37.034846 track 94 263
1824 1799 09:44:37.174017 track 102 262
1825 1800 09:44:37.314754 track 110 258
1826 1801 09:44:37.477469 track 120 255
1827 1802 09:44:37.658791 track 128 252
1828 1803 09:44:37.803821 track 139 249
1829 1804 09:44:37.977643 track 146 246
1830 1805 09:44:38.119705 track 153 245
1831 1806 09:44:38.264737 track 163 242
1832 1807 09:44:38.463293 track 177 241
1833 1808 09:44:38.605770 track 186 240
1834 1809 09:44:38.759046 track 197 240
1835 1810 09:44:38.915583 track 209 241
1836 1811 09:44:39.063365 track 221 241
1837 1812 09:44:39.210473 track 237 241
1838 1813 09:44:39.358448 track 244 241
1839 1814 09:44:39.506687 track 252 241
1840 1815 09:44:39.653558 track 261 241
1841 1816 09:44:39.800697 track 269 241
1842 1817 09:44:39.985615 track 277 240
1843 1818 09:44:40.133633 track 285 240
1844 1819 09:44:40.281859 track 297 239
1845 1820 09:44:40.434620 track 308 237
1846 1821 09:44:40.586778 track 324 237
1847 1822 09:44:40.741812 track 338 236
1848 1823 09:44:40.889637 track 347 235
1849 1824 09:44:41.037433 track 364 234
1850 1825 09:44:41.185076 track 373 233
1851 1826 09:44:41.331493 track 387 232
1852 1827 09:44:41.483894 track 398 231
1853 1828 09:44:41.639427 track 410 230
1854 12 09:44:42.200977 feed right
1855 1829 09:44:42.394911 track 420 230
1856 1830 09:44:42.572964 track 432 230
1857 1831 09:44:42.720350 track 444 231
1858 1832 09:44:42.867843 track 453 231
1859 1833 09:44:43.013919 track 491 232
1860 1834 09:44:43.184619 track 502 233
1861 1835 09:44:43.331751 track 511 233
1862 1836 09:44:43.479713 track 517 233
1863 1837 09:44:43.627580 track 524 232
1864 1838 09:44:43.774756 track 529 232
1865 1839 09:44:43.921903 track 536 232
1866 1840 09:44:44.091844 track 541 231
1867 1841 09:44:44.280766 track 548 230
1868 1842 09:44:44.431416 track 554 230
1869 1843 09:44:44.570234 track 550 230
1870 1844 09:44:44.709500 track 551 230
1871 1845 09:44:44.848019 track 552 231
1872 1846 09:44:45.013945 track 552 232
1873 1847 09:44:45.186146 track 556 233
1874 1848 09:44:45.333085 track 563 233
1875 1849 09:44:45.472030 track 561 232
1876 1850 09:44:45.611022 track 560 230
1877 1851 09:44:45.758408 track 563 227
1878 1852 09:44:45.897529 track 559 231
1879 1853 09:44:46.035587 track 564 224
1880 1854 09:44:46.174414 track 561 227
1881 1855 09:44:46.313551 track 559 228
1882 1856 09:44:46.452645 track 556 230
1883 1857 09:44:46.637855 track 556 228
1884 1858 09:44:46.776334 track 553 230
1885 1859 09:44:46.914658 track 554 229
1886 1860 09:44:47.052741 track 555 226
1887 1861 09:44:47.191590 track 555 225
1888 1862 09:44:47.352118 track 558 220
1889 1863 09:44:47.491620 track 560 219
1890 1864 09:44:47.630094 track 561 219
1891 1865 09:44:47.769675 track 561 219
1892 1866 09:44:47.908546 track 561 219
1893 1867 09:44:48.046237 track 559 221
1894 1868 09:44:48.185053 track 562 219
1895 1869 09:44:48.323636 track 560 221
1896 1870 09:44:48.462373 track 561 219
1897 1871 09:44:48.647514 track 555 224
1898 1872 09:44:48.786802 track 554 225
1899 1873 09:44:48.925339 track 552 228
1900 1874 09:44:49.063972 track 552 226
1901 1875 09:44:49.224736 track 551 220
1902 1876 09:44:49.364145 track 547 219
1903 1877 09:44:49.502683 track 545 221
1904 1878 09:44:49.669713 track 538 216
1905 1879 09:44:49.850495 track 534 216
1906 1880 09:44:50.021670 track 528 215
1907 1881 09:44:50.306156 track 522 214
1908 1882 09:44:50.476595 track 514 215
1909 1883 09:44:50.648048 track 503 216
1910 1884 09:44:50.796824 track 489 216
1911 1885 09:44:50.967051 track 478 216
1912 1886 09:44:51.137444 track 458 213
1913 1887 09:44:51.285376 track 446 211
1914 1888 09:44:51.479683 track 434 210
1915 1889 09:44:51.626693 track 420 209
1916 1890 09:44:51.773585 track 406 209
1917 1891 09:44:51.920629 track 392 209
1918 1892 09:44:52.090238 track 379 209
1919 1893 09:44:52.238792 track 362 211
1920 1894 09:44:52.387550 track 347 211
1921 1895 09:44:52.557314 track 337 211
1922 1896 09:44:52.727598 track 327 211
1923 1897 09:44:52.924160 track 314 211
1924 1898 09:44:53.070526 track 303 211
1925 1899 09:44:53.240645 track 292 210
1926 1900 09:44:53.388982 track 279 211
1927 1901 09:44:53.535928 track 267 213
