note (there was some time gap)
3125 3083 09:48:02.906909 track 543 234
3126 3084 09:48:03.051232 track 545 233
3127 3085 09:48:03.193801 track 552 232
3128 3086 09:48:03.337247 track 551 232
3129 3087 09:48:03.483545 track 551 232
3130 3088 09:48:03.654992 track 556 231
3131 3089 09:48:03.799995 track 551 232
3132 3090 09:48:03.942257 track 549 232
3133 3091 09:48:04.109461 track 550 232
3134 3092 09:48:04.278554 track 549 231
3135 3093 09:48:04.423063 track 548 231
3136 3094 09:48:04.569188 track 549 232
3137 3095 09:48:04.738910 track 550 233
3138 3096 09:48:04.883547 track 552 237
3139 3097 09:48:05.054386 track 554 244
3140 3098 09:48:05.223789 track 554 248
3141 3099 09:48:05.392360 track 552 248
3142 3100 09:48:05.540254 track 550 254
3143 3101 09:48:05.681975 track 549 256
3144 3102 09:48:05.825863 track 543 259
3145 3103 09:48:05.994085 track 535 259
3146 3104 09:48:06.169286 track 528 259
3147 3105 09:48:06.359804 track 518 258
3148 3106 09:48:06.502510 track 512 257
3149 3107 09:48:06.646036 track 501 254
3150 3108 09:48:06.836611 track 487 249
3151 3109 09:48:06.980570 track 476 244
3152 3110 09:48:07.146867 track 460 237
3153 3111 09:48:07.291390 track 447 232
3154 3112 09:48:07.458615 track 432 225
3155 3113 09:48:07.624109 track 413 218
3156 3114 09:48:07.767847 track 400 214
3157 3115 09:48:07.911391 track 383 212
3158 3116 09:48:08.053261 track 370 210
3159 3117 09:48:08.197502 track 355 209
3160 3118 09:48:08.339718 track 340 209
3161 3119 09:48:08.482436 track 328 209
3162 3120 09:48:08.627992 track 313 209
3163 3121 09:48:08.769702 track 301 210
3164 3122 09:48:08.912819 track 289 210
3165 3123 09:48:09.054987 track 278 212
3166 3124 09:48:09.221721 track 264 213
3167 3125 09:48:09.365425 track 254 214
3168 3126 09:48:09.508867 track 241 216
3169 3127 09:48:09.674794 track 227 217
3170 3128 09:48:09.817527 track 216 219
3171 3129 09:48:09.961087 track 200 220
3172 3130 09:48:10.101895 track 189 222
3173 21 09:48:10.665258 feed left
3174 3131 09:48:10.783485 track 178 224
3175 3132 09:48:10.950146 track 166 226
3176 3133 09:48:11.118066 track 152 227
3177 3134 09:48:11.286122 track 142 227
3178 3135 09:48:11.429124 track 102 228
3179 3136 09:48:11.594136 track 95 228
3180 3137 09:48:11.737576 track 85 229
3181 3138 09:48:11.882063 track 77 229
3182 3139 09:48:12.048691 track 69 229
3183 3140 09:48:12.217618 track 62 230
3184 3141 09:48:12.383650 track 54 230
3185 3142 09:48:12.553400 track 51 230
3186 3143 09:48:12.720794 track 48 230
3187 3144 09:48:12.888689 track 41 231
3188 3145 09:48:13.056044 track 41 231
3189 3146 09:48:13.223590 track 41 231
3190 3147 09:48:13.415561 track 43 231
3191 3148 09:48:13.581732 track 45 232
3192 3149 09:48:13.725770 track 44 233
3193 3150 09:48:13.892442 track 47 233
3194 3151 09:48:14.058932 track 50 233
3195 3152 09:48:14.227891 track 47 234
3196 3153 09:48:14.393310 track 49 235
3197 3154 09:48:14.561689 track 50 235
3198 3155 09:48:14.728834 track 51 236
3199 3156 09:48:14.896736 track 49 237
3200 3157 09:48:15.064980 track 49 237
3201 3158 09:48:15.232414 track 50 240
3202 3159 09:48:15.376220 track 52 247
3203 3160 09:48:15.543333 track 55 251
3204 3161 09:48:15.711657 track 60 254
3205 3162 09:48:15.877932 track 70 258
3206 3163 09:48:16.022465 track 80 260
3207 3164 09:48:16.189250 track 88 262
3208 3165 09:48:16.333123 track 98 261
3209 3166 09:48:16.477419 track 106 258
3210 3167 09:48:16.618882 track 115 254
3211 3168 09:48:16.761433 track 123 250
3212 3169 09:48:16.929143 track 134 243
3213 3170 09:48:17.097558 track 144 238
3214 3171 09:48:17.289811 track 149 235
3215 3172 09:48:17.456815 track 156 231
3216 3173 09:48:17.600307 track 162 228
3217 3174 09:48:17.791584 track 168 226
3218 3175 09:48:17.959864 track 172 226
3219 3176 09:48:18.126786 track 176 227
3220 3177 09:48:18.268530 track 177 228
3221 3178 09:48:18.413590 track 179 228
3222 3179 09:48:18.554179 track 182 228
3223 3180 09:48:18.722045 track 188 227
3224 3181 09:48:18.888790 track 189 227
3225 3182 09:48:19.059033 track 192 227
3226 3183 09:48:19.226225 track 194 228
3227 3184 09:48:19.419042 track 197 229
3228 3185 09:48:19.587411 track 201 230
3229 3186 09:48:19.753528 track 202 230
3230 3187 09:48:19.897280 track 199 229
3231 3188 09:48:20.039159 track 195 228
3232 3189 09:48:20.204956 track 195 229
3233 3190 09:48:20.350382 track 205 229
3234 3191 09:48:20.491734 track 200 229
3235 3192 09:48:20.634334 track 202 228
3236 3193 09:48:20.800417 track 202 227
3237 3194 09:48:20.969044 track 206 228
3238 3195 09:48:21.137772 track 206 229
3239 3196 09:48:21.281548 track 207 229
3240 3197 09:48:21.447882 track 218 234
3241 3198 09:48:21.591775 track 223 236
3242 3199 09:48:21.732725 track 230 239
3243 3200 09:48:21.876832 track 235 242
3244 3201 09:48:22.042001 track 241 245
3245 3202 09:48:22.235710 track 246 246
3246 3203 09:48:22.399910 track 250 248
3247 3204 09:48:22.569130 track 258 250
3248 3205 09:48:22.713222 track 269 250
3249 3206 09:48:22.903787 track 282 250
3250 3207 09:48:23.049421 track 297 249
3251 3208 09:48:23.215302 track 311 248
3252 3209 09:48:23.383755 track 327 246
3253 3210 09:48:23.527867 track 342 245
3254 3211 09:48:23.668989 track 358 243
3255 3212 09:48:23.836735 track 368 242
3256 3213 09:48:24.004733 track 383 242
3257 3214 09:48:24.148560 track 401 241
3258 21 09:48:24.711418 feed right
3259 3215 09:48:24.829586 track 411 240
3260 3216 09:48:25.015611 track 423 240
3261 3217 09:48:25.188630 track 437 239
3262 3218 09:48:25.355657 track 450 239
3263 3219 09:48:25.499082 track 496 239
3264 3220 09:48:25.642864 track 507 240
3265 3221 09:48:25.784943 track 515 240
3266 3222 09:48:25.953089 track 524 240
3267 3223 09:48:26.119604 track 531 239
3268 3224 09:48:26.262164 track 533 238
3269 3225 09:48:26.455926 track 543 236
3270 3226 09:48:26.597989 track 543 236
3271 3227 09:48:26.738936 track 545 235
3272 3228 09:48:26.883352 track 547 234
3273 3229 09:48:27.050187 track 547 234
3274 3230 09:48:27.189771 track 550 233
3275 3231 09:48:27.328246 track 552 232
3276 3232 09:48:27.467231 track 547 234
3277 3233 09:48:27.605527 track 546 234
3278 3234 09:48:27.744381 track 547 233
3279 3235 09:48:27.883234 track 546 232
3280 3236 09:48:28.023211 track 547 231
3281 3237 09:48:28.203886 track 548 230
3282 3238 09:48:28.355007 track 550 229
3283 3239 09:48:28.495936 track 550 230
3284 3240 09:48:28.635092 track 552 235
3285 3241 09:48:28.775911 track 552 237
3286 3242 09:48:28.963690 track 551 245
3287 3243 09:48:29.104788 track 550 246
3288 3244 09:48:29.245639 track 549 246
3289 3245 09:48:29.386563 track 546 253
3290 3246 09:48:29.526276 track 543 256
3291 3247 09:48:29.670156 track 538 259
3292 3248 09:48:29.809413 track 526 262
3293 3249 09:48:29.949676 track 522 262
3294 3250 09:48:30.093222 track 513 261
3295 3251 09:48:30.232672 track 506 259
3296 3252 09:48:30.398945 track 494 255
3297 3253 09:48:30.540918 track 484 252
3298 3254 09:48:30.709686 track 469 246
3299 3255 09:48:30.850986 track 461 243
3300 3256 09:48:31.014644 track 445 234
3301 3257 09:48:31.160143 track 424 226
3302 3258 09:48:31.299625 track 413 223
3303 3259 09:48:31.439821 track 397 218
3304 3260 09:48:31.580434 track 386 215
3305 3261 09:48:31.719366 track 370 212
3306 3262 09:48:31.859513 track 360 211
3307 3263 09:48:32.025436 track 343 210
3308 3264 09:48:32.166655 track 328 209
3309 3265 09:48:32.308898 track 317 209
3310 3266 09:48:32.448366 track 303 209
3311 3267 09:48:32.586791 track 289 210
3312 3268 09:48:32.728808 track 273 212
3313 3269 09:48:32.917704 track 261 214
3314 3270 09:48:33.058531 track 249 217
3315 3271 09:48:33.199016 track 235 219
3316 3272 09:48:33.363174 track 221 221
3317 3273 09:48:33.528353 track 209 223
3318 3274 09:48:33.673137 track 195 224
3319 22 09:48:34.233704 feed left
3320 3275 09:48:34.423005 track 180 225
3321 3276 09:48:34.562967 track 167 226
3322 3277 09:48:34.706519 track 157 227
3323 3278 09:48:34.844896 track 146 229
3324 3279 09:48:34.985452 track 107 235
3325 3280 09:48:35.149299 track 91 238
3326 3281 09:48:35.290897 track 82 240
3327 3282 09:48:35.430991 track 74 241
3328 3283 09:48:35.597195 track 66 242
3329 3284 09:48:35.787308 track 58 243
3330 3285 09:48:35.952182 track 48 245
3331 3286 09:48:36.116360 track 41 246
3332 3287 09:48:36.257684 track 40 247
3333 3288 09:48:36.421529 track 34 247
3334 3289 09:48:36.562959 track 32 246
3335 3290 09:48:36.703676 track 36 245
3336 3291 09:48:36.843836 track 36 245
3337 3292 09:48:36.982562 track 37 245
3338 3293 09:48:37.123282 track 35 245
3339 3294 09:48:37.266710 track 36 246
3340 3295 09:48:37.430274 track 36 244
3341 3296 09:48:37.571708 track 34 244
3342 3297 09:48:37.710759 track 39 246
3343 3298 09:48:37.850794 track 44 245
3344 3299 09:48:37.994842 track 43 245
3345 3300 09:48:38.134203 track 42 245
3346 3301 09:48:38.274290 track 46 245
3347 3302 09:48:38.418237 track 47 245
3348 3303 09:48:38.557380 track 47 245
3349 3304 09:48:38.697718 track 44 246
3350 3305 09:48:38.885172 track 44 246
3351 3306 09:48:39.027407 track 45 246
3352 3307 09:48:39.171900 track 41 247
3353 3308 09:48:39.312316 track 42 246
3354 3309 09:48:39.452521 track 38 247
3355 3310 09:48:39.594792 track 44 246
3356 3311 09:48:39.759387 track 41 247
3357 3312 09:48:39.952478 track 42 247
3358 3313 09:48:40.092467 track 40 245
3359 3314 09:48:40.236806 track 39 242
3360 3315 09:48:40.400993 track 37 236
3361 3316 09:48:40.541990 track 38 231
3362 3317 09:48:40.709971 track 38 224
3363 3318 09:48:40.851171 track 40 219
3364 3319 09:48:40.991628 track 45 214
3365 3320 09:48:41.131239 track 56 210
3366 3321 09:48:41.276060 track 64 207
3367 3322 09:48:41.442246 track 75 205
3368 3323 09:48:41.583173 track 84 205
3369 3324 09:48:41.723482 track 94 205
3370 3325 09:48:41.917766 track 105 206
3371 3326 09:48:42.082676 track 115 207
3372 3327 09:48:42.224063 track 132 209
3373 3328 09:48:42.366430 track 143 209
3374 3329 09:48:42.506840 track 153 209
3375 3330 09:48:42.647383 track 167 209
3376 3331 09:48:42.788155 track 178 210
3377 3332 09:48:42.927794 track 186 210
3378 3333 09:48:43.094785 track 193 212
3379 3334 09:48:43.286346 track 202 215
3380 3335 09:48:43.431186 track 218 220
3381 3336 09:48:43.619627 track 229 224
3382 3337 09:48:43.785723 track 239 228
3383 3338 09:48:43.927362 track 254 232
3384 3339 09:48:44.066283 track 273 237
3385 3340 09:48:44.207235 track 288 238
3386 3341 09:48:44.348760 track 303 240
3387 3342 09:48:44.488215 track 319 239
3388 3343 09:48:44.630011 track 333 240
3389 3344 09:48:44.769839 track 351 240
3390 3345 09:48:44.910005 track 363 240
3391 3346 09:48:45.051046 track 375 240
3392 3347 09:48:45.191243 track 387 240
3393 3348 09:48:45.358844 track 398 240
3394 3349 09:48:45.498639 track 412 240
3395 22 09:48:46.061970 feed right
3396 3350 09:48:46.177821 track 424 239
3397 3351 09:48:46.316911 track 435 239
3398 3352 09:48:46.458017 track 449 239
3399 3353 09:48:46.597834 track 459 239
3400 3354 09:48:46.737151 track 508 241
3401 3355 09:48:46.878282 track 517 241
3402 3356 09:48:47.017739 track 525 241
3403 3357 09:48:47.183049 track 532 240
3404 3358 09:48:47.350564 track 537 240
3405 3359 09:48:47.490893 track 541 239
3406 3360 09:48:47.631038 track 542 239
3407 3361 09:48:47.771459 track 548 238
3408 3362 09:48:47.936148 track 555 236
3409 3363 09:48:48.078162 track 549 238
3410 3364 09:48:48.242633 track 554 236
3411 3365 09:48:48.388774 track 556 236
3412 3366 09:48:48.527671 track 558 235
3413 3367 09:48:48.667890 track 561 234
3414 3368 09:48:48.809696 track 558 234
3415 3369 09:48:48.949335 track 560 232
3416 3370 09:48:49.113768 track 562 231
3417 3371 09:48:49.254195 track 564 229
3418 3372 09:48:49.420450 track 561 226
3419 3373 09:48:49.562190 track 557 222
3420 3374 09:48:49.701268 track 553 219
3421 3375 09:48:49.845940 track 547 216
3422 3376 09:48:49.986053 track 542 214
3423 3377 09:48:50.151924 track 532 214
3424 3378 09:48:50.294034 track 528 215
3425 3379 09:48:50.433672 track 520 217
3426 3380 09:48:50.601828 track 514 218
3427 3381 09:48:50.741761 track 506 222
3428 3382 09:48:50.908840 track 494 227
3429 3383 09:48:51.050030 track 484 230
3430 3384 09:48:51.192487 track 477 232
3431 3385 09:48:51.356656 track 468 234
3432 3386 09:48:51.496728 track 462 234
3433 3387 09:48:51.637807 track 450 232
3434 3388 09:48:51.800911 track 438 230
3435 3389 09:48:51.940715 track 429 227
3436 3390 09:48:52.109273 track 413 222
3437 3391 09:48:52.249936 track 401 218
3438 3392 09:48:52.415540 track 387 214
3439 3393 09:48:52.582357 track 368 212
3440 3394 09:48:52.751187 track 355 210
3441 3395 09:48:52.891759 track 338 210
3442 3396 09:48:53.036838 track 325 210
3443 3397 09:48:53.191616 track 308 211
3444 3398 09:48:53.340141 track 290 213
3445 3399 09:48:53.522672 track 271 214
3446 3400 09:48:53.696384 track 259 215
3447 3401 09:48:53.856076 track 248 217
3448 3402 09:48:54.004439 track 236 218
3449 3403 09:48:54.161808 track 219 219
3450 3404 09:48:54.312887 track 204 221
3451 3405 09:48:54.490292 track 186 223
3452 23 09:48:55.065749 feed left
3453 3406 09:48:55.185203 track 173 225
3454 3407 09:48:55.323270 track 159 227
3455 3408 09:48:55.491748 track 147 228
3456 3409 09:48:55.656449 track 137 227
3457 3410 09:48:55.797147 track 89 223
3458 3411 09:48:55.965288 track 82 223
3459 3412 09:48:56.105616 track 78 222
3460 3413 09:48:56.245602 track 72 223
3461 3414 09:48:56.411581 track 63 223
3462 3415 09:48:56.553487 track 60 224
3463 3416 09:48:56.717861 track 53 225
3464 3417 09:48:56.881822 track 48 226
3465 3418 09:48:57.024381 track 41 228
3466 3419 09:48:57.164111 track 44 227
3467 3420 09:48:57.304793 track 40 228
3468 3421 09:48:57.446186 track 39 228
3469 3422 09:48:57.584431 track 41 227
3470 3423 09:48:57.752717 track 37 228
3471 3424 09:48:57.892184 track 44 227
3472 3425 09:48:58.032965 track 46 227
3473 3426 09:48:58.175204 track 47 227
3474 3427 09:48:58.343048 track 46 227
3475 3428 09:48:58.485728 track 44 228
3476 3429 09:48:58.623901 track 45 227
3477 3430 09:48:58.764594 track 46 227
3478 3431 09:48:58.905037 track 42 226
3479 3432 09:48:59.069627 track 40 221
3480 3433 09:48:59.210715 track 40 219
3481 3434 09:48:59.398511 track 41 215
3482 3435 09:48:59.587872 track 42 218
3483 3436 09:48:59.750987 track 47 216
3484 3437 09:48:59.892833 track 53 214
3485 3438 09:49:00.031728 track 58 212
3486 3439 09:49:00.196561 track 67 209
3487 3440 09:49:00.336597 track 77 208
3488 3441 09:49:00.475934 track 86 208
3489 3442 09:49:00.663218 track 96 208
3490 3443 09:49:00.803847 track 105 210
3491 3444 09:49:00.943467 track 119 212
3492 3445 09:49:01.083592 track 132 213
3493 3446 09:49:01.222719 track 144 215
3494 3447 09:49:01.362562 track 158 217
3495 3448 09:49:01.502401 track 169 220
3496 3449 09:49:01.640518 track 178 225
3497 3450 09:49:01.804623 track 192 237
3498 3451 09:49:01.966551 track 201 244
3499 3452 09:49:02.132180 track 210 249
3500 3453 09:49:02.295447 track 217 248
3501 3454 09:49:02.458567 track 219 247
3502 3455 09:49:02.672299 track 225 244
3503 3456 09:49:02.810467 track 229 241
3504 3457 09:49:02.950285 track 231 241
3505 3458 09:49:03.112461 track 245 240
3506 3459 09:49:03.252642 track 257 238
3507 3460 09:49:03.392642 track 271 240
3508 3461 09:49:03.531728 track 281 240
3509 3462 09:49:03.670760 track 292 240
3510 3463 09:49:03.834404 track 302 240
3511 3464 09:49:03.972516 track 310 239
3512 3465 09:49:04.113211 track 322 237
3513 3466 09:49:04.251578 track 335 235
3514 3467 09:49:04.414145 track 348 233
3515 3468 09:49:04.556577 track 360 232
3516 3469 09:49:04.695036 track 378 232
3517 3470 09:49:04.835450 track 390 231
3518 3471 09:49:04.975302 track 402 230
3519 23 09:49:05.545825 feed right
3520 3472 09:49:05.738119 track 415 230
3521 3473 09:49:05.877210 track 426 229
3522 3474 09:49:06.017791 track 436 230
3523 3475 09:49:06.156886 track 448 231
3524 3476 09:49:06.296272 track 498 232
3525 3477 09:49:06.436031 track 509 231
3526 3478 09:49:06.597941 track 517 231
3527 3479 09:49:06.739091 track 526 231
3528 3480 09:49:06.880429 track 532 230
3529 3481 09:49:07.018919 track 539 231
3530 3482 09:49:07.159335 track 544 231
3531 3483 09:49:07.347906 track 551 232
3532 3484 09:49:07.511663 track 558 232
3533 3485 09:49:07.652777 track 559 232
3534 3486 09:49:07.791483 track 561 232
3535 3487 09:49:07.931079 track 554 232
3536 3488 09:49:08.071706 track 561 232
3537 3489 09:49:08.210164 track 555 232
3538 3490 09:49:08.372842 track 561 230
3539 3491 09:49:08.537146 track 560 230
3540 3492 09:49:08.701627 track 560 230
3541 3493 09:49:08.864543 track 559 230
3542 3494 09:49:09.027884 track 558 230
3543 3495 09:49:09.169680 track 554 232
3544 3496 09:49:09.357385 track 555 231
3545 3497 09:49:09.497827 track 557 230
3546 3498 09:49:09.686012 track 556 230
3547 3499 09:49:09.849547 track 562 229
3548 3500 09:49:09.989652 track 556 231
3549 3501 09:49:10.128518 track 555 230
3550 3502 09:49:10.268781 track 554 230
3551 3503 09:49:10.408930 track 550 229
3552 3504 09:49:10.572013 track 555 226
3553 3505 09:49:10.715751 track 552 226
3554 3506 09:49:10.854474 track 554 226
3555 3507 09:49:10.993821 track 556 225
3556 3508 09:49:11.157067 track 557 225
3557 3509 09:49:11.296232 track 552 225
3558 3510 09:49:11.436122 track 555 224
3559 3511 09:49:11.575867 track 555 224
3560 3512 09:49:11.714963 track 552 224
3561 3513 09:49:11.854443 track 553 224
3562 3514 09:49:11.995468 track 551 224
3563 3515 09:49:12.158409 track 552 224
3564 3516 09:49:12.300507 track 548 224
3565 3517 09:49:12.438754 track 547 224
3566 3518 09:49:12.602306 track 551 224
3567 3519 09:49:12.743139 track 549 224
3568 3520 09:49:12.881457 track 546 223
3569 3521 09:49:13.021394 track 546 222
3570 3522 09:49:13.161878 track 545 222
3571 3523 09:49:13.324230 track 546 223
3572 3524 09:49:13.489341 track 544 223
3573 3525 09:49:13.628327 track 546 232
3574 3526 09:49:13.767850 track 546 232
3575 3527 09:49:13.930212 track 546 234
3576 3528 09:49:14.069867 track 545 236
3577 3529 09:49:14.281600 track 544 242
3578 3530 09:49:14.445201 track 543 244
3579 3531 09:49:14.608975 track 542 245
3580 3532 09:49:14.749430 track 539 249
3581 3533 09:49:14.889197 track 538 252
3582 3534 09:49:15.052054 track 537 254
3583 3535 09:49:15.217171 track 529 254
3584 3536 09:49:15.359708 track 526 252
3585 3537 09:49:15.498504 track 518 251
3586 3538 09:49:15.660959 track 506 250
3587 3539 09:49:15.802046 track 499 249
3588 3540 09:49:15.940854 track 490 245
3589 3541 09:49:16.080011 track 481 240
3590 3542 09:49:16.242964 track 469 235
3591 3543 09:49:16.431017 track 459 230
3592 3544 09:49:16.571581 track 449 226
